"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Nr okręgu";"Liczba komisji";"Liczba uwzględnionych komisji";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba wyborców, którym wydano karty do głosowania w lokalu wyborczym oraz w głosowaniu korespondencyjnym (łącznie)";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KOMITET WYBORCZY NOWA LEWICA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"KOMITET WYBORCZY POLSKA JEST JEDNA";"KOMITET WYBORCZY WYBORCÓW RUCHU DOBROBYTU I POKOJU";"KOMITET WYBORCZY NORMALNY KRAJ";"KOMITET WYBORCZY ANTYPARTIA";"KOMITET WYBORCZY RUCH NAPRAWY POLSKI";"KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA"
160605;"gm. Wilków";"namysłowski";"opolskie";21;7;7;3048;3297;862;2186;0;2186;3;12;0;0;0;0;0;0;2186;0;0;2186;63;40;23;0;2123;49;443;147;826;157;461;38;;;;;2
160701;"gm. Głuchołazy";"nyski";"opolskie";21;23;23;17019;17832;5343;11676;14;11690;28;275;14;4;1;0;0;9;11684;9;6;11678;197;113;84;0;11481;173;1289;781;4634;687;3752;139;;;;;26
160702;"gm. Kamiennik";"nyski";"opolskie";21;5;5;2382;2537;819;1563;0;1563;4;28;0;0;0;0;0;0;1563;0;0;1563;33;23;10;0;1530;20;163;93;837;123;278;13;;;;;3
160703;"gm. Korfantów";"nyski";"opolskie";21;17;17;6525;6959;2484;4041;3;4044;6;44;3;0;0;0;0;3;4044;3;0;4044;127;83;44;0;3917;58;385;180;1958;345;769;91;;;;;131
160704;"gm. Łambinowice";"nyski";"opolskie";21;11;11;5142;5475;1656;3486;10;3496;3;13;10;4;0;0;0;6;3492;6;2;3490;93;61;32;0;3397;56;390;235;1498;298;825;54;;;;;41
160705;"gm. Nysa";"nyski";"opolskie";21;41;41;40054;42597;10247;29802;25;29827;57;584;24;6;1;0;0;17;29811;17;3;29808;414;227;187;0;29394;341;3317;1992;10562;1919;10798;399;;;;;66
160706;"gm. Otmuchów";"nyski";"opolskie";21;15;15;9532;9976;2862;6669;3;6672;24;61;3;1;0;0;0;2;6670;2;0;6670;161;103;58;0;6509;105;778;370;3058;463;1637;88;;;;;10
160707;"gm. Paczków";"nyski";"opolskie";21;16;16;8718;9220;2849;5867;2;5869;19;60;2;0;0;0;0;2;5870;2;1;5869;138;81;57;0;5731;89;617;373;2590;419;1559;76;;;;;8
160708;"gm. Pakosławice";"nyski";"opolskie";21;6;6;2510;2675;686;1824;0;1824;6;7;0;0;0;0;0;0;1824;0;0;1824;46;23;23;0;1778;17;221;97;903;137;376;25;;;;;2
160709;"gm. Skoroszyce";"nyski";"opolskie";21;8;8;4361;4687;1211;3150;2;3152;16;7;2;0;0;0;0;2;3152;2;0;3152;88;54;34;0;3064;54;398;174;1544;221;648;19;;;;;6
160801;"gm. Dobrodzień";"oleski";"opolskie";21;7;7;6690;7483;2654;4036;0;4036;5;52;0;0;0;0;0;0;4036;0;0;4036;115;72;43;0;3921;97;514;200;1139;307;1123;125;;;;;416
160802;"gm. Gorzów Śląski";"oleski";"opolskie";21;10;10;5129;5569;1929;3200;8;3208;4;20;8;0;0;0;0;8;3208;8;0;3208;86;53;33;0;3122;49;328;158;1151;182;867;54;;;;;333
160803;"gm. Olesno";"oleski";"opolskie";21;25;25;12843;13681;4426;8417;0;8417;12;95;0;0;0;0;0;0;8406;0;6;8400;213;121;92;0;8187;142;1152;560;2077;546;2564;200;;;;;946
160804;"gm. Praszka";"oleski";"opolskie";21;15;15;9536;10111;1958;7578;2;7580;22;96;1;0;0;0;0;1;7579;1;2;7577;131;75;56;0;7446;142;1310;615;2953;381;1925;99;;;;;21
160805;"gm. Radłów";"oleski";"opolskie";21;3;3;3010;3257;1223;1787;0;1787;2;9;0;0;0;0;0;0;1787;0;0;1787;71;58;13;0;1716;21;130;66;455;98;257;39;;;;;650
160806;"gm. Rudniki";"oleski";"opolskie";21;5;5;5762;6195;1387;4375;0;4375;11;47;0;0;0;0;0;0;4375;0;0;4375;97;51;46;0;4278;92;789;335;1916;213;858;65;;;;;10
160807;"gm. Zębowice";"oleski";"opolskie";21;4;4;2520;2745;1112;1408;0;1408;0;19;0;0;0;0;0;0;1408;0;0;1408;82;59;23;0;1326;22;127;62;296;98;336;76;;;;;309
160901;"gm. Chrząstowice";"opolski";"opolskie";21;6;6;5179;5576;1564;3615;1;3616;2;38;1;0;0;0;0;1;3616;1;0;3616;65;35;30;0;3551;38;422;230;689;216;1254;45;;;;;657
160902;"gm. Dąbrowa";"opolski";"opolskie";21;11;11;6021;6417;1646;4376;2;4378;6;72;2;0;0;0;0;2;4378;2;0;4378;109;78;31;0;4269;72;626;300;1165;240;1446;65;;;;;355
160903;"gm. Dobrzeń Wielki";"opolski";"opolskie";21;6;6;6665;7365;1961;4704;0;4704;6;61;0;0;0;0;0;0;4702;0;0;4702;93;61;32;0;4609;69;633;296;746;303;1820;114;;;;;628
160904;"gm. Komprachcice";"opolski";"opolskie";21;7;7;6480;7131;2018;4461;3;4464;3;59;3;2;0;2;0;1;4462;1;0;4462;119;88;31;0;4343;52;514;289;878;256;1557;75;;;;;722
160905;"gm. Łubniany";"opolski";"opolskie";21;9;9;7079;7792;2109;4970;0;4970;7;35;0;0;0;0;0;0;4969;0;1;4968;154;106;48;0;4814;62;670;329;896;272;1855;105;;;;;625
160906;"gm. Murów";"opolski";"opolskie";21;8;8;3821;4121;1521;2300;0;2300;0;16;0;0;0;0;0;0;2300;0;0;2300;102;79;23;0;2198;28;242;150;517;146;747;38;;;;;330
160907;"gm. Niemodlin";"opolski";"opolskie";21;15;15;9007;9835;2487;6520;1;6521;10;181;1;0;0;0;0;1;6520;1;0;6520;121;71;50;0;6399;105;788;554;2436;512;1800;153;;;;;51
160908;"gm. Ozimek";"opolski";"opolskie";21;17;17;13472;14630;4695;8776;1;8777;16;82;1;0;0;0;0;1;8776;1;0;8776;208;138;70;0;8568;146;1162;640;2302;499;2880;171;;;;;768
160909;"gm. Popielów";"opolski";"opolskie";21;11;11;5685;6170;2058;3628;0;3628;7;11;0;0;0;0;0;0;3628;0;1;3627;111;77;34;0;3516;50;540;194;951;210;1081;65;;;;;425
160910;"gm. Prószków";"opolski";"opolskie";21;15;15;6624;7124;2121;4503;2;4505;9;69;2;0;0;0;0;2;4505;2;0;4505;165;124;41;0;4340;54;513;262;952;271;1364;112;;;;;812
160911;"gm. Tarnów Opolski";"opolski";"opolskie";21;9;9;6710;7334;2050;4660;0;4660;9;25;0;0;0;0;0;0;4659;0;0;4659;128;84;44;0;4531;61;650;334;1020;338;1371;90;;;;;667
160912;"gm. Tułowice";"opolski";"opolskie";21;6;6;3612;3877;874;2738;1;2739;11;39;1;0;0;0;0;1;2738;1;0;2738;68;54;14;0;2670;33;463;170;1017;217;700;32;;;;;38
160913;"gm. Turawa";"opolski";"opolskie";21;12;12;7301;7968;2237;5064;1;5065;7;57;1;0;0;0;0;1;5065;1;0;5065;122;84;38;0;4943;96;642;390;969;289;1745;94;;;;;718
161001;"gm. Biała";"prudnicki";"opolskie";21;19;19;7441;8064;2977;4465;1;4466;6;34;1;0;0;0;0;1;4465;1;0;4465;157;118;39;0;4308;69;452;182;1220;320;1024;93;;;;;948
161002;"gm. Głogówek";"prudnicki";"opolskie";21;18;18;9114;9944;3294;5920;2;5922;14;24;2;0;0;0;0;2;5921;2;0;5921;186;154;32;0;5735;91;446;265;1833;386;1712;85;;;;;917
161003;"gm. Lubrza";"prudnicki";"opolskie";21;9;9;3019;3243;787;2232;0;2232;3;13;0;0;0;0;0;0;2232;0;1;2231;54;33;21;0;2177;58;325;124;876;164;504;51;;;;;75
161004;"gm. Prudnik";"prudnicki";"opolskie";21;27;27;18300;19408;5176;13123;6;13129;28;109;5;0;0;0;0;5;13127;5;3;13124;220;116;104;0;12904;208;1501;976;5434;945;3510;254;;;;;76
161101;"gm. Izbicko";"strzelecki";"opolskie";21;9;9;3704;4155;1148;2556;0;2556;3;11;0;0;0;0;0;0;2556;0;0;2556;100;77;23;0;2456;28;294;151;504;148;682;93;;;;;556
161102;"gm. Jemielnica";"strzelecki";"opolskie";21;9;9;5311;5795;2050;3261;0;3261;0;22;0;0;0;0;0;0;3260;0;0;3260;138;107;31;0;3122;38;493;137;805;217;641;101;;;;;690
161103;"gm. Kolonowskie";"strzelecki";"opolskie";21;6;6;4199;4582;1675;2523;0;2523;6;34;0;0;0;0;0;0;2524;0;0;2524;75;59;16;0;2449;31;282;113;609;140;864;56;;;;;354
161104;"gm. Leśnica";"strzelecki";"opolskie";21;10;10;5399;5834;1801;3598;2;3600;14;10;0;0;0;0;0;0;3598;0;0;3598;140;100;40;0;3458;52;382;153;838;204;928;90;;;;;811
161105;"gm. Strzelce Opolskie";"strzelecki";"opolskie";21;33;33;22256;23657;6946;15309;9;15318;16;111;8;0;0;0;0;8;15312;8;1;15311;468;304;164;0;14843;294;2052;1079;3660;847;5542;273;;;;;1096
161106;"gm. Ujazd";"strzelecki";"opolskie";21;9;9;4451;4896;1445;3006;0;3006;1;34;0;0;0;0;0;0;3006;0;0;3006;119;75;44;0;2887;63;373;124;811;208;809;86;;;;;413
161107;"gm. Zawadzkie";"strzelecki";"opolskie";21;5;5;7820;8426;2984;4836;3;4839;10;29;3;0;0;0;0;3;4837;3;0;4837;121;79;42;0;4716;80;496;236;1616;325;1347;191;;;;;425
166101;"Opole";"Opole";"opolskie";21;85;85;92369;96778;17275;74917;78;74995;110;1381;71;5;0;0;1;65;74930;65;47;74883;732;412;320;0;74151;1016;8966;7747;15895;4386;33419;1054;;;;;1668
180103;"gm. Czarna";"bieszczadzki";"podkarpackie";22;5;5;1690;1858;546;1145;0;1145;4;40;0;0;0;0;0;0;1145;0;0;1145;31;16;15;0;1114;22;260;38;555;84;149;;6;;;;
180105;"gm. Lutowiska";"bieszczadzki";"podkarpackie";22;4;4;2052;2274;379;1673;0;1673;5;336;0;0;0;0;0;0;1673;0;0;1673;28;16;12;0;1645;44;431;117;471;153;419;;10;;;;
180108;"gm. Ustrzyki Dolne";"bieszczadzki";"podkarpackie";22;28;28;12433;13239;3939;8494;3;8497;10;259;3;0;0;0;0;3;8495;3;0;8495;179;134;45;0;8316;110;2606;307;3148;782;1331;;32;;;;
180201;"gm. Brzozów";"brzozowski";"podkarpackie";22;17;17;19210;20025;5846;13363;6;13369;47;135;6;0;0;0;0;6;13369;6;3;13366;197;130;67;0;13169;186;1996;405;8280;1050;1203;;49;;;;
180202;"gm. Domaradz";"brzozowski";"podkarpackie";22;6;6;4408;4586;1290;3118;2;3120;5;40;2;0;1;0;0;1;3119;1;0;3119;51;31;20;0;3068;31;295;88;2168;296;173;;17;;;;
180203;"gm. Dydnia";"brzozowski";"podkarpackie";22;12;12;5759;6127;2000;3759;2;3761;8;35;2;0;0;0;0;2;3760;2;1;3759;83;54;29;0;3676;60;392;136;2484;333;265;;6;;;;
180204;"gm. Haczów";"brzozowski";"podkarpackie";22;8;8;6562;7014;1779;4783;2;4785;30;38;2;0;0;0;0;2;4785;2;2;4783;80;54;26;0;4703;89;556;156;2958;401;520;;23;;;;
180205;"gm. Jasienica Rosielna";"brzozowski";"podkarpackie";22;5;5;5573;5857;1116;4457;1;4458;47;53;1;0;0;0;0;1;4458;1;0;4458;68;33;35;0;4390;60;389;89;3163;415;265;;9;;;;
180206;"gm. Nozdrzec";"brzozowski";"podkarpackie";22;11;11;5682;6154;1780;3902;2;3904;9;36;1;0;0;0;0;1;3903;1;1;3902;95;68;27;0;3807;90;445;138;2500;292;328;;14;;;;
180301;"m. Dębica";"dębicki";"podkarpackie";23;24;24;32216;33685;7471;24744;17;24761;63;263;16;4;0;0;0;12;24750;12;11;24739;269;159;110;0;24470;310;2817;1269;11113;2001;6350;610;;;;;
180302;"gm. Brzostek";"dębicki";"podkarpackie";23;20;20;9422;9943;2818;6605;4;6609;10;87;4;0;0;0;0;4;6607;4;0;6607;157;85;72;0;6450;35;953;121;4304;451;357;229;;;;;
180303;"gm. Czarna";"dębicki";"podkarpackie";23;14;14;9443;9947;2337;7139;0;7139;127;30;0;0;0;0;0;0;7138;0;2;7136;103;48;55;0;7033;91;770;236;4284;612;849;191;;;;;
180304;"gm. Dębica";"dębicki";"podkarpackie";23;22;22;18531;19396;4909;13622;5;13627;19;80;5;1;0;0;0;4;13624;4;5;13619;225;127;98;0;13394;199;1336;495;7483;1323;2161;397;;;;;
180305;"gm. Jodłowa";"dębicki";"podkarpackie";23;6;6;3844;4126;1248;2596;0;2596;7;37;0;0;0;0;0;0;2596;0;1;2595;58;35;23;0;2537;31;248;76;1748;233;154;47;;;;;
180306;"gm. Pilzno";"dębicki";"podkarpackie";23;17;17;13235;14038;3302;9933;0;9933;18;68;0;0;0;0;0;0;9932;0;1;9931;191;108;83;0;9740;97;1289;255;6163;830;833;273;;;;;
180307;"gm. Żyraków";"dębicki";"podkarpackie";23;14;14;10507;11070;2510;7998;2;8000;26;71;2;0;0;0;0;2;8000;2;0;8000;79;51;28;0;7921;104;796;287;4711;934;893;196;;;;;
180401;"m. Jarosław";"jarosławski";"podkarpackie";22;23;23;26295;27831;6987;19322;30;19352;65;336;30;3;0;0;0;27;19340;27;8;19332;237;149;88;0;19095;501;2662;994;8806;1457;4573;;102;;;;
180402;"m. Radymno";"jarosławski";"podkarpackie";22;3;3;3770;3979;1071;2699;0;2699;3;17;0;0;0;0;0;0;2696;0;0;2696;29;19;10;0;2667;53;365;104;1479;241;418;;7;;;;
180403;"gm. Chłopice";"jarosławski";"podkarpackie";22;7;7;3999;4262;1214;2785;1;2786;5;16;1;0;0;0;0;1;2786;1;0;2786;98;64;34;0;2688;62;254;83;1850;211;219;;9;;;;
180404;"gm. Jarosław";"jarosławski";"podkarpackie";22;12;12;9383;9999;2576;6807;0;6807;15;50;0;0;0;0;0;0;6807;0;0;6807;111;51;60;0;6696;260;756;224;3998;616;821;;21;;;;
180405;"gm. Laszki";"jarosławski";"podkarpackie";22;12;12;4925;5177;1574;3351;0;3351;16;34;0;0;0;0;0;0;3351;0;0;3351;112;67;45;0;3239;100;327;118;2190;273;208;;23;;;;
180406;"gm. Pawłosiów";"jarosławski";"podkarpackie";22;10;10;6123;6486;1555;4568;2;4570;14;42;1;0;0;0;0;1;4568;1;0;4568;60;30;30;0;4508;123;561;174;2552;402;676;;20;;;;
180407;"gm. Pruchnik";"jarosławski";"podkarpackie";22;11;11;6905;7357;1814;5091;0;5091;14;29;0;0;0;0;0;0;5091;0;0;5091;93;47;46;0;4998;118;422;146;3503;476;311;;22;;;;
180408;"gm. Radymno";"jarosławski";"podkarpackie";22;14;14;8062;8485;2431;5631;0;5631;8;44;0;0;0;0;0;0;5627;0;4;5623;144;85;59;0;5479;124;606;147;3625;522;434;;21;;;;
180409;"gm. Rokietnica";"jarosławski";"podkarpackie";22;5;5;3083;3292;968;2115;3;2118;8;7;3;0;0;0;0;3;2118;3;0;2118;42;29;13;0;2076;53;196;63;1425;171;150;;18;;;;
180410;"gm. Roźwienica";"jarosławski";"podkarpackie";22;12;12;4458;4774;1237;3221;3;3224;12;12;3;1;0;0;0;2;3223;2;0;3223;63;39;24;0;3160;54;384;98;2087;292;240;;5;;;;
180411;"gm. Wiązownica";"jarosławski";"podkarpackie";22;11;11;8489;9036;2208;6281;0;6281;15;95;0;0;0;0;0;0;6281;0;2;6279;119;66;53;0;6160;143;539;216;4052;601;574;;35;;;;
180501;"m. Jasło";"jasielski";"podkarpackie";22;29;29;25053;25910;6939;18080;8;18088;65;166;6;0;0;0;0;6;18082;6;16;18066;249;165;84;0;17817;328;2601;990;8143;1466;4211;;78;;;;
180502;"gm. Brzyska";"jasielski";"podkarpackie";22;9;9;4684;5041;1236;3448;0;3448;6;27;0;0;0;0;0;0;3448;0;0;3448;82;44;38;0;3366;55;239;80;2556;210;218;;8;;;;
180503;"gm. Dębowiec";"jasielski";"podkarpackie";22;11;11;6572;6761;2028;4544;0;4544;9;37;0;0;0;0;0;0;4544;0;2;4542;100;55;45;0;4442;92;451;127;2975;399;379;;19;;;;
180504;"gm. Jasło";"jasielski";"podkarpackie";22;22;22;12039;12703;3141;8898;5;8903;10;29;5;0;0;0;0;5;8902;5;2;8900;155;99;56;0;8745;186;1005;314;5269;862;1063;;46;;;;
180505;"gm. Kołaczyce";"jasielski";"podkarpackie";22;8;8;6400;6919;1663;4737;1;4738;13;34;1;1;0;0;0;0;4737;0;0;4737;99;60;39;0;4638;101;421;136;3220;378;356;;26;;;;
180506;"gm. Krempna";"jasielski";"podkarpackie";22;5;5;1350;1454;484;866;0;866;1;35;0;0;0;0;0;0;866;0;1;865;27;16;11;0;838;20;120;52;496;69;80;;1;;;;
180507;"gm. Nowy Żmigród";"jasielski";"podkarpackie";22;14;14;6527;6958;1829;4698;1;4699;13;54;1;0;0;0;0;1;4699;1;0;4699;93;54;39;0;4606;87;508;138;3037;418;402;;16;;;;
180508;"gm. Osiek Jasielski";"jasielski";"podkarpackie";22;8;8;3804;4074;1184;2620;0;2620;8;16;0;0;0;0;0;0;2620;0;0;2620;78;55;23;0;2542;56;243;66;1757;267;143;;10;;;;
180509;"gm. Skołyszyn";"jasielski";"podkarpackie";22;12;12;9041;9625;2449;6592;1;6593;13;75;1;0;0;0;0;1;6592;1;2;6590;123;70;53;0;6467;150;762;222;3905;646;718;;64;;;;
180511;"gm. Tarnowiec";"jasielski";"podkarpackie";22;10;10;6717;7107;2020;4696;0;4696;14;19;0;0;0;0;0;0;4694;0;6;4688;86;45;41;0;4602;102;528;167;2878;416;494;;17;;;;
180601;"gm. Cmolas";"kolbuszowski";"podkarpackie";23;9;9;5895;6249;1726;4169;0;4169;16;21;0;0;0;0;0;0;4169;0;0;4169;41;20;21;0;4128;45;271;120;2733;524;323;112;;;;;
180602;"gm. Kolbuszowa";"kolbuszowski";"podkarpackie";23;24;24;18295;18888;5667;12628;5;12633;42;84;5;0;0;0;0;5;12630;5;0;12630;164;90;74;0;12466;140;1159;710;6598;1766;1807;286;;;;;
180603;"gm. Majdan Królewski";"kolbuszowski";"podkarpackie";23;8;8;7259;7487;2560;4699;0;4699;15;22;0;0;0;0;0;0;4697;0;0;4697;65;36;29;0;4632;58;361;169;3134;442;366;102;;;;;
180604;"gm. Niwiska";"kolbuszowski";"podkarpackie";23;9;9;4491;4629;1367;3124;3;3127;8;17;3;0;0;0;0;3;3127;3;2;3125;52;29;23;0;3073;30;243;115;1966;405;249;65;;;;;
180605;"gm. Raniżów";"kolbuszowski";"podkarpackie";23;8;8;5166;5358;1542;3624;1;3625;18;13;1;0;0;0;0;1;3625;1;1;3624;59;32;27;0;3565;56;254;129;2370;372;294;90;;;;;
180606;"gm. Dzikowiec";"kolbuszowski";"podkarpackie";23;7;7;4639;4909;1748;2891;0;2891;10;9;0;0;0;0;0;0;2891;0;0;2891;44;24;20;0;2847;36;242;103;1971;272;168;55;;;;;
180701;"gm. Chorkówka";"krośnieński";"podkarpackie";22;14;14;9736;10405;2730;7006;5;7011;32;54;5;0;0;0;0;5;7000;5;0;7000;97;47;50;0;6903;142;869;272;4199;515;891;;15;;;;
180702;"gm. Dukla";"krośnieński";"podkarpackie";22;15;15;10363;11040;3165;7198;3;7201;16;109;3;1;0;0;0;2;7200;2;0;7200;159;107;52;0;7041;227;932;295;4066;613;885;;23;;;;
180703;"gm. Iwonicz-Zdrój";"krośnieński";"podkarpackie";22;7;7;8908;9249;2273;6635;4;6639;18;1007;4;0;0;0;0;4;6639;4;6;6633;89;53;36;0;6544;135;828;248;3828;528;959;;18;;;;
180704;"gm. Jedlicze";"krośnieński";"podkarpackie";22;17;17;10912;11560;3079;7833;1;7834;19;68;1;0;0;0;0;1;7832;1;1;7831;119;73;46;0;7712;174;1027;370;4252;713;1149;;27;;;;
180705;"gm. Korczyna";"krośnieński";"podkarpackie";22;10;10;8196;8739;2024;6172;9;6181;14;118;9;1;0;0;0;8;6178;8;1;6177;97;60;37;0;6080;138;825;217;3288;614;973;;25;;;;
180706;"gm. Krościenko Wyżne";"krośnieński";"podkarpackie";22;4;4;3986;4210;963;3023;5;3028;22;17;5;0;0;0;0;5;3028;5;1;3027;39;30;9;0;2988;58;537;98;1622;259;402;;12;;;;
180707;"gm. Miejsce Piastowe";"krośnieński";"podkarpackie";22;9;9;10101;10445;2676;7425;18;7443;21;105;18;0;0;0;0;18;7440;18;1;7439;120;77;43;0;7319;162;936;290;3931;613;1358;;29;;;;
180708;"gm. Rymanów";"krośnieński";"podkarpackie";22;17;17;12287;12721;3156;9131;4;9135;13;638;4;2;0;0;0;2;9133;2;1;9132;123;66;57;0;9009;243;1151;363;5342;708;1176;;26;;;;
180709;"gm. Wojaszówka";"krośnieński";"podkarpackie";22;11;11;6764;7201;2066;4698;2;4700;8;44;2;0;0;0;0;2;4700;2;1;4699;94;51;43;0;4605;116;654;210;2409;486;708;;22;;;;
180710;"gm. Jaśliska";"krośnieński";"podkarpackie";22;5;5;1851;1893;597;1254;0;1254;4;15;0;0;0;0;0;0;1253;0;0;1253;43;27;16;0;1210;29;158;50;733;91;146;;3;;;;
180801;"m. Leżajsk";"leżajski";"podkarpackie";23;9;9;10233;10201;3171;7062;3;7065;26;80;3;0;0;0;0;3;7064;3;1;7063;74;39;35;0;6989;59;1986;216;3166;499;902;161;;;;;
180802;"gm. Grodzisko Dolne";"leżajski";"podkarpackie";23;7;7;5851;6107;1611;4240;0;4240;10;37;0;0;0;0;0;0;4240;0;0;4240;60;26;34;0;4180;49;584;82;2653;386;346;80;;;;;
180803;"gm. Kuryłówka";"leżajski";"podkarpackie";23;9;9;4116;4262;1266;2850;0;2850;6;15;0;0;0;0;0;0;2850;0;0;2850;54;31;23;0;2796;15;479;61;1812;244;135;50;;;;;
180804;"gm. Leżajsk";"leżajski";"podkarpackie";23;16;16;14720;15257;4490;10230;0;10230;17;75;0;0;0;0;0;0;10230;0;1;10229;118;75;43;0;10111;102;1743;190;6380;950;506;240;;;;;
180805;"gm. Nowa Sarzyna";"leżajski";"podkarpackie";23;17;17;15689;16016;4703;10986;2;10988;44;76;2;0;0;0;0;2;10988;2;52;10936;148;80;68;0;10788;55;1191;243;7503;839;787;170;;;;;
180901;"m. Lubaczów";"lubaczowski";"podkarpackie";22;7;7;8757;9050;2693;6064;1;6065;25;65;1;0;0;0;0;1;6065;1;11;6054;105;69;36;0;5949;80;937;571;2702;422;1203;;34;;;;
180902;"gm. Cieszanów";"lubaczowski";"podkarpackie";22;10;10;5188;5432;1759;3427;0;3427;5;55;0;0;0;0;0;0;3429;0;0;3429;114;92;22;0;3315;33;944;151;1635;225;296;;31;;;;
180903;"gm. Horyniec-Zdrój";"lubaczowski";"podkarpackie";22;8;8;3508;3941;956;2553;0;2553;6;331;0;0;0;0;0;0;2551;0;0;2551;71;51;20;0;2480;42;389;142;1403;161;325;;18;;;;
180904;"gm. Lubaczów";"lubaczowski";"podkarpackie";22;11;11;6658;7034;2029;4629;0;4629;12;37;0;0;0;0;0;0;4628;0;1;4627;88;62;26;0;4539;50;514;257;2917;398;374;;29;;;;
180905;"gm. Narol";"lubaczowski";"podkarpackie";22;9;9;5917;6058;2149;3769;0;3769;6;41;0;0;0;0;0;0;3766;0;1;3765;95;52;43;0;3670;83;530;168;2148;321;394;;26;;;;
180906;"gm. Oleszyce";"lubaczowski";"podkarpackie";22;8;8;4524;4743;1378;3146;0;3146;9;27;0;0;0;0;0;0;3146;0;0;3146;69;44;25;0;3077;35;378;430;1686;295;240;;13;;;;
180907;"gm. Stary Dzików";"lubaczowski";"podkarpackie";22;6;6;3097;3241;1086;2011;0;2011;7;20;0;0;0;0;0;0;2011;0;0;2011;43;23;20;0;1968;40;306;87;1211;210;106;;8;;;;
180908;"gm. Wielkie Oczy";"lubaczowski";"podkarpackie";22;7;7;2647;2793;737;1910;0;1910;7;4;0;0;0;0;0;0;1910;0;3;1907;28;14;14;0;1879;22;250;65;1224;172;137;;9;;;;
181001;"m. Łańcut";"łańcucki";"podkarpackie";23;14;14;13101;13864;2740;10360;6;10366;12;286;6;0;0;0;1;5;10364;5;2;10362;82;46;36;0;10280;175;1606;594;4502;934;2147;322;;;;;
181002;"gm. Białobrzegi";"łańcucki";"podkarpackie";23;5;5;6268;6606;1601;4666;0;4666;10;21;0;0;0;0;0;0;4666;0;0;4666;60;37;23;0;4606;85;518;155;2619;523;599;107;;;;;
181003;"gm. Czarna";"łańcucki";"podkarpackie";23;8;8;8534;9047;1746;6788;4;6792;7;40;4;0;0;0;0;4;6789;4;1;6788;76;46;30;0;6712;123;629;195;4022;754;781;208;;;;;
181004;"gm. Łańcut";"łańcucki";"podkarpackie";23;13;13;15718;16573;3473;12245;13;12258;15;92;13;7;0;0;0;6;12248;6;2;12246;146;88;58;0;12100;219;1403;405;6990;1231;1470;382;;;;;
181005;"gm. Markowa";"łańcucki";"podkarpackie";23;4;4;4790;5059;1096;3694;1;3695;5;105;1;0;0;0;0;1;3695;1;0;3695;50;26;24;0;3645;65;362;134;2273;352;306;153;;;;;
181006;"gm. Rakszawa";"łańcucki";"podkarpackie";23;7;7;5367;5678;1227;4140;0;4140;8;22;0;0;0;0;0;0;4138;0;0;4138;62;27;35;0;4076;65;431;118;2642;358;361;101;;;;;
181007;"gm. Żołynia";"łańcucki";"podkarpackie";23;6;6;5204;5351;1409;3795;1;3796;6;15;1;0;0;0;0;1;3796;1;0;3796;40;29;11;0;3756;60;482;139;2233;342;428;72;;;;;
181101;"m. Mielec";"mielecki";"podkarpackie";23;32;32;42584;43943;10800;31835;27;31862;82;308;25;1;1;0;1;22;31837;22;7;31830;319;177;142;0;31511;537;4240;1873;13756;2656;7783;666;;;;;
181102;"gm. Borowa";"mielecki";"podkarpackie";23;10;10;3981;4250;1071;2936;0;2936;5;12;0;0;0;0;0;0;2936;0;0;2936;46;23;23;0;2890;53;400;120;1672;249;354;42;;;;;
181103;"gm. Czermin";"mielecki";"podkarpackie";23;9;9;5132;5389;1483;3681;0;3681;5;6;0;0;0;0;0;0;3681;0;0;3681;46;22;24;0;3635;48;379;120;2335;344;345;64;;;;;
